sample_id,image_path,split,strip_id,batch_id,h2s_concentration_ppm,exposure_duration_min,cumulative_dose_ppm_hr,risk_band,label_source,source_citation,mapping_method,is_lab_validated,temperature_c,humidity_pct,lighting_type,distance_cm,device_model,flash_used,baseline_image_path,reference_patch_present,reference_patch_rgb_measured,reference_patch_rgb_known,corrected_strip_rgb,reference_patch_delta_e,lighting_uniformity_ok,quality_ok,protocol_version,notes
H2S-2026-0053,images/train/H2S-2026-0053_20ppm_LED.png,train,STRIP-BATCHA-20ppm,BATCH-SYNTH-001,20.0,15.0,5.0,alert,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,20.7,48.3,LED,20.0,Pixel_7,False,baselines/baseline_LED.png,True,"[(240, 244, 252), (158, 157, 164), (179, 138, 97), (35, 26, 28)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(177, 170, 153)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0054,images/train/H2S-2026-0054_20ppm_LED.png,train,STRIP-BATCHA-20ppm,BATCH-SYNTH-001,20.0,15.0,5.0,alert,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,24.5,51.9,LED,15.0,Samsung_A54,False,baselines/baseline_LED.png,True,"[(238, 243, 253), (153, 162, 166), (179, 138, 96), (42, 30, 30)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(175, 169, 152)",1.0,True,False,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0055,images/holdout/H2S-2026-0055_20ppm_fluorescent.png,holdout,STRIP-BATCHA-20ppm,BATCH-SYNTH-001,20.0,15.0,5.0,alert,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,21.5,52.5,fluorescent,10.0,Pixel_7,False,baselines/baseline_fluorescent.png,True,"[(200, 228, 240), (133, 151, 155), (149, 135, 89), (32, 30, 27)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(177, 168, 147)",1.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0056,images/holdout/H2S-2026-0056_20ppm_fluorescent.png,holdout,STRIP-BATCHA-20ppm,BATCH-SYNTH-001,20.0,15.0,5.0,alert,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,24.2,50.7,fluorescent,20.0,Pixel_7,False,baselines/baseline_fluorescent.png,True,"[(198, 233, 237), (128, 147, 156), (149, 131, 90), (32, 27, 24)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(179, 166, 150)",1.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0057,images/holdout/H2S-2026-0057_20ppm_fluorescent.png,holdout,STRIP-BATCHA-20ppm,BATCH-SYNTH-001,20.0,15.0,5.0,alert,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,22.7,57.8,fluorescent,15.0,Samsung_A54,False,baselines/baseline_fluorescent.png,True,"[(198, 231, 240), (128, 152, 151), (146, 132, 90), (35, 26, 23)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(178, 168, 148)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0058,images/validation/H2S-2026-0058_20ppm_dim_indoor.png,validation,STRIP-BATCHA-20ppm,BATCH-SYNTH-001,20.0,15.0,5.0,alert,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,20.6,44.2,dim_indoor,10.0,Pixel_7,False,baselines/baseline_dim_indoor.png,True,"[(175, 154, 132), (115, 95, 88), (125, 84, 48), (30, 22, 14)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(174, 161, 148)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0059,images/validation/H2S-2026-0059_20ppm_dim_indoor.png,validation,STRIP-BATCHA-20ppm,BATCH-SYNTH-001,20.0,15.0,5.0,alert,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,20.7,58.7,dim_indoor,20.0,Pixel_7,False,baselines/baseline_dim_indoor.png,True,"[(175, 153, 133), (111, 97, 88), (124, 90, 50), (27, 15, 16)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(175, 167, 146)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0060,images/train/H2S-2026-0060_20ppm_dim_indoor.png,train,STRIP-BATCHA-20ppm,BATCH-SYNTH-001,20.0,15.0,5.0,alert,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,23.1,58.5,dim_indoor,15.0,Samsung_A54,False,baselines/baseline_dim_indoor.png,True,"[(178, 148, 129), (113, 102, 83), (130, 89, 50), (32, 20, 11)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(170, 169, 154)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0061,images/train/H2S-2026-0061_30ppm_daylight.png,train,STRIP-BATCHA-30ppm,BATCH-SYNTH-001,30.0,15.0,7.5,alert,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,24.1,37.3,daylight,10.0,Pixel_7,False,baselines/baseline_daylight.png,True,"[(255, 254, 255), (196, 186, 170), (214, 165, 102), (49, 31, 29)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(175, 164, 132)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0062,images/train/H2S-2026-0062_30ppm_daylight.png,train,STRIP-BATCHA-30ppm,BATCH-SYNTH-001,30.0,15.0,7.5,alert,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,21.4,59.6,daylight,20.0,Pixel_7,False,baselines/baseline_daylight.png,True,"[(251, 251, 255), (192, 185, 168), (214, 168, 97), (47, 34, 28)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(178, 165, 132)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0063,images/test/H2S-2026-0063_30ppm_daylight.png,test,STRIP-BATCHA-30ppm,BATCH-SYNTH-001,30.0,15.0,7.5,alert,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,20.6,36.6,daylight,15.0,Samsung_A54,False,baselines/baseline_daylight.png,True,"[(255, 255, 253), (190, 183, 167), (213, 165, 97), (49, 31, 25)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(175, 164, 135)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0064,images/train/H2S-2026-0064_30ppm_LED.png,train,STRIP-BATCHA-30ppm,BATCH-SYNTH-001,30.0,15.0,7.5,alert,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,20.5,52.8,LED,10.0,Pixel_7,False,baselines/baseline_LED.png,True,"[(241, 249, 252), (159, 164, 166), (172, 144, 97), (42, 26, 23)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(151, 145, 134)",1.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0065,images/train/H2S-2026-0065_30ppm_LED.png,train,STRIP-BATCHA-30ppm,BATCH-SYNTH-001,30.0,15.0,7.5,alert,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,20.6,51.4,LED,20.0,Pixel_7,False,baselines/baseline_LED.png,True,"[(237, 246, 253), (153, 158, 167), (180, 141, 99), (43, 30, 30)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(153, 145, 131)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0066,images/test/H2S-2026-0066_30ppm_LED.png,test,STRIP-BATCHA-30ppm,BATCH-SYNTH-001,30.0,15.0,7.5,alert,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,20.8,58.1,LED,15.0,Samsung_A54,False,baselines/baseline_LED.png,True,"[(244, 244, 255), (159, 159, 169), (177, 143, 99), (41, 27, 28)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(150, 147, 131)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0067,images/holdout/H2S-2026-0067_30ppm_fluorescent.png,holdout,STRIP-BATCHA-30ppm,BATCH-SYNTH-001,30.0,15.0,7.5,alert,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,23.3,53.8,fluorescent,10.0,Pixel_7,False,baselines/baseline_fluorescent.png,True,"[(199, 228, 234), (129, 153, 150), (150, 130, 93), (29, 32, 28)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(158, 145, 129)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0068,images/holdout/H2S-2026-0068_30ppm_fluorescent.png,holdout,STRIP-BATCHA-30ppm,BATCH-SYNTH-001,30.0,15.0,7.5,alert,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,22.9,55.2,fluorescent,20.0,Pixel_7,False,baselines/baseline_fluorescent.png,True,"[(198, 231, 237), (133, 148, 157), (148, 130, 92), (32, 25, 25)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(157, 146, 129)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0069,images/holdout/H2S-2026-0069_30ppm_fluorescent.png,holdout,STRIP-BATCHA-30ppm,BATCH-SYNTH-001,30.0,15.0,7.5,alert,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,20.7,50.8,fluorescent,15.0,Samsung_A54,False,baselines/baseline_fluorescent.png,True,"[(206, 235, 233), (132, 147, 151), (149, 132, 90), (34, 24, 22)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(150, 145, 133)",1.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0070,images/train/H2S-2026-0070_30ppm_dim_indoor.png,train,STRIP-BATCHA-30ppm,BATCH-SYNTH-001,30.0,15.0,7.5,alert,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,20.4,46.1,dim_indoor,10.0,Pixel_7,False,baselines/baseline_dim_indoor.png,True,"[(179, 150, 134), (116, 101, 86), (126, 87, 49), (29, 15, 9)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(150, 149, 131)",0.0,False,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0071,images/train/H2S-2026-0071_30ppm_dim_indoor.png,train,STRIP-BATCHA-30ppm,BATCH-SYNTH-001,30.0,15.0,7.5,alert,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,23.0,35.2,dim_indoor,20.0,Pixel_7,False,baselines/baseline_dim_indoor.png,True,"[(178, 153, 132), (113, 102, 82), (129, 88, 46), (28, 21, 17)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(152, 142, 125)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0072,images/train/H2S-2026-0072_30ppm_dim_indoor.png,train,STRIP-BATCHA-30ppm,BATCH-SYNTH-001,30.0,15.0,7.5,alert,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,23.3,43.9,dim_indoor,15.0,Samsung_A54,False,baselines/baseline_dim_indoor.png,True,"[(174, 149, 132), (114, 99, 82), (124, 89, 51), (26, 16, 15)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(156, 149, 127)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0073,images/train/H2S-2026-0073_50ppm_daylight.png,train,STRIP-BATCHA-50ppm,BATCH-SYNTH-001,50.0,15.0,12.5,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,23.1,55.8,daylight,10.0,Pixel_7,False,baselines/baseline_daylight.png,True,"[(251, 255, 251), (196, 184, 170), (219, 166, 100), (48, 32, 29)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(130, 120, 97)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0074,images/test/H2S-2026-0074_50ppm_daylight.png,test,STRIP-BATCHA-50ppm,BATCH-SYNTH-001,50.0,15.0,12.5,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,20.6,47.7,daylight,20.0,Pixel_7,False,baselines/baseline_daylight.png,True,"[(252, 255, 252), (192, 189, 171), (221, 161, 100), (48, 36, 26)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(130, 118, 99)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0075,images/test/H2S-2026-0075_50ppm_daylight.png,test,STRIP-BATCHA-50ppm,BATCH-SYNTH-001,50.0,15.0,12.5,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,22.8,49.5,daylight,15.0,Samsung_A54,False,baselines/baseline_daylight.png,True,"[(255, 255, 253), (192, 184, 167), (217, 163, 96), (46, 32, 25)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(130, 120, 99)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0076,images/validation/H2S-2026-0076_50ppm_LED.png,validation,STRIP-BATCHA-50ppm,BATCH-SYNTH-001,50.0,15.0,12.5,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,21.8,42.2,LED,10.0,Pixel_7,False,baselines/baseline_LED.png,True,"[(241, 246, 253), (159, 157, 170), (179, 140, 97), (35, 31, 31)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(116, 107, 94)",0.0,False,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0077,images/train/H2S-2026-0077_50ppm_LED.png,train,STRIP-BATCHA-50ppm,BATCH-SYNTH-001,50.0,15.0,12.5,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,24.2,59.6,LED,20.0,Pixel_7,False,baselines/baseline_LED.png,True,"[(237, 249, 255), (159, 164, 163), (179, 139, 98), (42, 34, 25)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(113, 104, 97)",0.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
H2S-2026-0078,images/train/H2S-2026-0078_50ppm_LED.png,train,STRIP-BATCHA-50ppm,BATCH-SYNTH-001,50.0,15.0,12.5,danger,literature_derived_proxy,Sanderson et al. (1966) J. Air Pollut. Control Assoc. – optical density vs CT; Hochheiser & Santner (1954) – lead-acetate paper calibration; classic PbS staining kinetics (white → brown → black with cumulative dose),"Discrete 9-stage lookup derived by linear interpolation of reported optical-density / reflectance values versus concentration×time product. Stages deliberately placed at 0, 5, 10, 15, 20, 30, 50, 75, 100 ppm to straddle NIOSH/OSHA decision boundaries. Duration fixed at 15 min for all synthetic exposures → dose_ppm_hr = ppm × 0.25.",False,23.9,51.2,LED,15.0,Samsung_A54,False,baselines/baseline_LED.png,True,"[(238, 241, 254), (159, 163, 171), (180, 138, 98), (40, 30, 29)]","[(245, 245, 240), (160, 160, 155), (180, 140, 90), (40, 30, 25)]","(114, 109, 95)",1.0,True,True,SENTINEL-synthetic-v3-2026-09-15,synthetic Tier-B sample generated for pipeline testing
